old_file_name,new_file_name
SHAK081.rtf,LM7a8d96.rtf
SHAK072.rtf,LM66dacc.rtf
SHAK061.rtf,LM23becb.rtf
SHAK021.rtf,LMcc9b0d.rtf
SHAK098A.rtf,LMd442a5.rtf
SHAK051.rtf,LM8fba8e.rtf
SHAK077.rtf,LMe29b3f.rtf
SHAK114.rtf,LM8c6710.rtf
SHAK004.rtf,LMad8fb6.rtf
SHAK035A.rtf,LM7c149b.rtf
SHAK036.rtf,LM8d066b.rtf
SHAK055.rtf,LM8960f8.rtf
SHAK024.rtf,LM25a17f.rtf
SHAK113.rtf,LM7d7e52.rtf
SHAK046.rtf,LM8c7113.rtf
SHAK085.rtf,LMd2decc.rtf
SHAK076.rtf,LMe601d8.rtf
SHAK053.rtf,LMa59840.rtf
SHAK034A.rtf,LM4e124a.rtf
SHAK079.rtf,LMcb11f7.rtf
SHAK100.rtf,LMe0456b.rtf
SHAK066.rtf,LMb69279.rtf
SHAK003A.rtf,LM559872.rtf
SHAK092.rtf,LM724f34.rtf
SHAKKRG.rtf,LM7cceff.rtf
SHAK112.rtf,LMf37909.rtf
SHAK038.rtf,LM4508d5.rtf
SHAK103.rtf,LM7255e3.rtf
SHAK075.rtf,LM8541ee.rtf
SHAK029.rtf,LMbf851c.rtf
SHAK020.rtf,LM40074c.rtf
SHAK054.rtf,LMa57b42.rtf
SHAK034C.rtf,LMafb4da.rtf
SHAK056.rtf,LMdbe266.rtf
SHAK071.rtf,LM1ebb38.rtf
SHAK013.rtf,LMa45da8.rtf
SHAK098B.rtf,LM5b2426.rtf
SHAK084.rtf,LM2eca29.rtf
SHAK049.rtf,LM02b4c2.rtf
SHAK032.rtf,LM825001.rtf
SHAK001.rtf,LM20e154.rtf
SHAK041.rtf,LMb6e9ea.rtf
SHAK037.rtf,LM43a6f2.rtf
SHAK010.rtf,LMd75fbc.rtf
SHAK082.rtf,LMbb2858.rtf
SHAK109.rtf,LM650a18.rtf
SHAK019.rtf,LM2f8086.rtf
SHAK050.rtf,LM36d403.rtf
SHAK035B.rtf,LM4139f5.rtf
SHAK017.rtf,LM6f8fde.rtf
SHAK090.rtf,LM01294a.rtf
SHAK006A.rtf,LMb796de.rtf
SHAK011.rtf,LMef60e2.rtf
SHAK025.rtf,LM507ada.rtf
SHAK095.rtf,LMe16407.rtf
SHAK060.rtf,LM88c3f9.rtf
SHAK034B.rtf,LM59497d.rtf
SHAK096.rtf,LM35c8e7.rtf
SHAK027.rtf,LMacaa50.rtf
SHAK094.rtf,LM9506e7.rtf
SHAK097.rtf,LM8cf8c4.rtf
SHAK009.rtf,LM2e1f3d.rtf
SHAK111.rtf,LM9cd10e.rtf
SHAK048.rtf,LM4f577f.rtf
SHAK043.rtf,LM8468ae.rtf
SHAK104.rtf,LMbb48b2.rtf
SHAK003B.rtf,LM5b61d6.rtf
SHAK057.rtf,LM874838.rtf
SHAK099B.rtf,LM7155b6.rtf
SHAK015.rtf,LMa4444c.rtf
SHAK086.rtf,LMa7c55e.rtf
SHAK008.rtf,LMbd9a4e.rtf
SHAK068.rtf,LM9031d8.rtf
SHAK099A.rtf,LM770e82.rtf
SHAK028.rtf,LM537e10.rtf
SHAK101.rtf,LMf64b0b.rtf
SHAK107.rtf,LM484828.rtf
SHAK069.rtf,LM8e68e7.rtf
SHAK062.rtf,LM190c2d.rtf
SHAK052.rtf,LM5400f8.rtf
SHAK080.rtf,LM90d2b7.rtf
SHAK040.rtf,LM139197.rtf
SHAK059.rtf,LM7a0c99.rtf
SHAK074.rtf,LM9fc7aa.rtf
SHAK073.rtf,LMa91c79.rtf
SHAK030.rtf,LM66be82.rtf
SHAK064.rtf,LM36186a.rtf
SHAK047.rtf,LM44ed4b.rtf
SHAK083.rtf,LMfbab4e.rtf
SHAK026.rtf,LMce49f7.rtf
SHAK016.rtf,LMf9c5e6.rtf
SHAK065.rtf,LM18ff8e.rtf
SHAK108.rtf,LM894cc6.rtf
SHAK063.rtf,LMc50f3f.rtf
SHAK045.rtf,LM89492a.rtf
SHAK033.rtf,LM2fd3e2.rtf
SHAK039.rtf,LM30e963.rtf
SHAK078.rtf,LM8fde7e.rtf
SHAK002B.rtf,LM5b2c38.rtf
SHAK089.rtf,LMb9fa91.rtf
SHAK102.rtf,LM9f024d.rtf
SHAK088.rtf,LM9530f3.rtf
SHAK022.rtf,LM626a6a.rtf
SHAK110.rtf,LM22598a.rtf
0་་དཀར་ཆག.docx,LMdcefc9.docx
AJAM004_བླ་མའི་རྣལ་འབྱོར་གྱི་དོན་འགྲེལ།.rtf,LMc2ef78.rtf
AJAM016_འདུལ་བའི་ལག་ལེན་རིན་ཆེན་སྒྲོན་མེ།.rtf,LMc50c23.rtf
AJAM003_འཇམ་མགོན་ངག་དབང་ལེགས་པའི་རྣམ་ཐར།.rtf,LM835387.rtf
AJAM013_མངའ་གསོལ་འདོད་དགུའི་དཔལ་སྟེར།.rtf,LM9a3999.rtf
AJAM019_རྒྱུད་ཀྱི་མངོན་པར་རྟོགས་པ་རིན་པོ་ཆེའི་ལྗོན་ཤིང་།.rtf,LMa4828b.rtf
AJAM020_ངེས་དོན་སྙིང་པོའི་གཏམ།.rtf,LM5a5877.rtf
AJAM014_ཞིང་སྐྱོང་དབང་པོ་མཆོད་ཐབས་མདོར་བསྡུས།.rtf,LM90efd0.rtf
AJAM012_དམ་ཅན་རྒྱ་མཚོའི་ཐུགས་རྒྱུད་བསྐུལ་བའི་ངག.rtf,LM35b563.rtf
AJAM010_གསུང་ངག་ལམ་གྱི་རིམ་པའི་སྨོན་ལམ།.rtf,LM0ac7f7.rtf
AJAM006_ཀུན་གཞི་ངོས་འཛིན་དང་རྣམ་ཤེས་དང་ཡེ་ཤེས་འབྱེད་ཚུལ་བསྟན་པ.rtf,LM12a933.rtf
AJAM008_ལྟ་བ་འཁོར་འདས་དབྱེར་མེད་སྒོམ་ཚུལ།.rtf,LMb60965.rtf
AJAM001_བསྟོད་ཚོགས་ནོར་བུའི་ཕྲེང་བ།.rtf,LM7816d5.rtf
AJAM017_སྐྱེས་མཆོག་རྣམས་ལ་གདམས་པའི་སྐོར།.rtf,LM83a78d.rtf
AJAMKRG.rtf,LM4850d4.rtf
AJAM002_བླ་མ་རྒྱང་འབོད་དང་གསོལ་འདེབས་སྐོར།.rtf,LM765167.rtf
AJAM009_ཀྱེ་རྡོར་བསྐྱེད་རིམ་དབང་དང་བཅས་པའི་སྦྱང་གཞི་སྦྱོང་བྱེད་སྦྱོང་ཚུལ།.rtf,LM71fcf4.rtf
AJAM005_བླ་མཆོད་དངོས་གྲུབ་མཆོག་སྩོལ།.rtf,LM314beb.rtf
AJAM007_ཞལ་ལུང་བདུད་རྩིའི་ཐིགས་པ།.rtf,LMb647ab.rtf
AJAM018_རྒྱུད་སྡེ་སྤྱི་རྣམ་གྱི་ཡི་གེ་དག་བཅོས་དང་མཆན།.rtf,LMca53f3.rtf
AJAM011_ཐེག་པ་ཆེན་པོ་བློ་སྦྱོང་གི་སྨོན་ལམ།.rtf,LM14b413.rtf
AJAM015_གསུང་ཐོར་བུའི་སྐོར།.rtf,LMbb361e.rtf
RRAL004_ཐེག་པ་ཆེན་པོ་མདོ་སྡེ་རྒྱན་རྣམ་པར་བཤད་པའི་མེ་ཏོག.rtf,LMf9ef4a.rtf
RRAL010_དཔལ་དགྱེས་པ་རྡོ་རྗེ་རྒྱན་གྱི་མེ་ཏོག.rtf,LM45b194.rtf
RRAL012_མངོན་པ་ཀུན་བཏུས་རྒྱན་གྱི་མེ་ཏོག.rtf,LMc10bf5.rtf
RRAL006_དབུ་མ་རྩ་ཤེས་རྒྱན་གྱི་མེ་ཏོག.rtf,LMdac628.rtf
RRAL002_རྡོ་རྗེ་གདན་རྣམ་བཤད་རྒྱན་གྱི་མེ་ཏོག.rtf,LM474c7c.rtf
RRAL008_དོ་ཧ་རྒྱན་གྱི་མེ་ཏོག.rtf,LM048909.rtf
RRAL013_དབུ་མ་རྒྱན་གྱི་རྣམ་པར་བཤད་པ་ཚིག་དོན་གསལ་བའི་མེ་ཏོག.rtf,LM5c5ef8.rtf
RRAL003_བསྟན་པ་རྒྱན་གྱི་མེ་ཏོག.rtf,LMd4105c.rtf
RRALKRG.rtf,LM3c2a63.rtf
RRAL011_གྲུབ་མཐའ་རྒྱན་གྱི་མེ་ཏོག.rtf,LMd40036.rtf
RRAL001_བཅོམ་ལྡན་རིག་རལ་གྱི་རྣམ་ཐར།.rtf,LM922e44.rtf
RRAL007_རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པ་རྒྱན་གྱི་མེ་ཏོག.rtf,LM95f178.rtf
RRAL009_འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པ་རྒྱན་གྱི་མེ་ཏོག.rtf,LMebd73e.rtf
RRAL005_རྒྱུད་བླ་མའི་ཊཱིཀྐ་རྒྱན་གྱི་མེ་ཏོག.rtf,LM9a8497.rtf
SALO046_རྡོ་རྗེ་ཕུར་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་གའི་གསལ་བྱེད་རིན་པོ་ཆེའི་དོ་ཤལ།.rtf,LM30630a.rtf
SALO045_རྡོ་རྗེ་ཕུར་པའི་འཆམས་བཤད།.rtf,LM7543d4.rtf
SALO049_མ་ཧཱ་ཀཱ་ལའི་གཏོར་ཆོག་ཕྲིན་ལས་ལྷུན་གྲུབ་སོགས།.rtf,LM584ac8.rtf
SALO004_གསན་ཡིག་སྐབས་གསུམ་པ།.rtf,LMf214a0.rtf
SALO055_དཔལ་ས་སྐྱ་པའི་ཆོས་སྐྱོང་རྡོ་རྗེ་གུར་གྱི་མགོན་པོའི་ལས་ཚོགས་སོགས།.rtf,LMcedb0e.rtf
SALO019_དཔལ་འཁོར་ལོ་བདེ་མཆོག་ནག་པོ་པའི་སྒྲུབ་ཐབས་ངེས་དོན་ཟླ་བའི་འོད་ཟེར།.rtf,LM424b73.rtf
SALO007_གསན་ཡིག་སྐབས་དྲུག་པ།.rtf,LM971994.rtf
SALO014_བྱིན་རླབས་བླ་མའི་རྣལ་འབྱོར་ཨུཏྤལ་དཀར་པོའི་ཅོད་པཎ།.rtf,LMa08d40.rtf
SALO028_གཤེད་དམར་དཔའ་གཅིག་གི་སྒྲུབ་ཐབས།-སྤྲོས་མེད་རྒྱུན་གྱི་རྣལ་འབྱོར།.rtf,LMeeed72.rtf
SALO021_རྣལ་འབྱོར་མའི་རྒྱུན་གྱི་ཉམས་ལེན།.rtf,LMf96d67.rtf
SALO047_རྡོ་རྗེ་ཕུར་པ་ས་ལུགས་ཀྱི་སྦྱིན་སྲེག་རྡོ་རྗེའི་མེ་འོད།.rtf,LM52b590.rtf
SALO056_ཆོས་ཀྱི་རྒྱལ་པོ་ལྷ་བཅུ་གསུམ་གྱི་བསྐྱེད་ཆོག.rtf,LM1d5e84.rtf
SALO039_མགོན་པོ་ལྷ་ལྔའི་དབང་བཤད།.rtf,LM28ddbf.rtf
SALO053_དཔལ་ལྡན་ལྷ་མོ་འདོད་ཁམས་དབང་ཕྱུག་མའི་བསྐང་གསོ་དངོས་གྲུབ་རོལ་མཚོ།.rtf,LM0c40c9.rtf
SALO023_དཔལ་རྡོ་རྗེའི་གཞོན་ནུའི་ཁྲོ་བོའི་སྒྲུབ་ཐབས།.rtf,LMa3f127.rtf
SALO034_མྱུར་རྩིས་རྣམ་དག་སྐྱོན་མེད་ཉེར་མཁོ་ཀུན་གསལ།.rtf,LMdafcf0.rtf
SALO008_གསན་ཡིག་སྐབས་བདུན་པ།.rtf,LMbeded9.rtf
SALO036_གནས་ཡུལ་རྩ་ཁམས་ཀྱི་དབྱེ་བ།.rtf,LM8883aa.rtf
SALO050_དཔལ་ས་སྐྱ་པའི་བཀའ་བསྲུང་རྣམས་ཀྱི་གཏོར་ཆོག་རྒྱུན་གྱི་ཉམས་ལེན་སོགས།.rtf,LM1ffc4a.rtf
SALO037_ཞལ་གཉིས་པའི་བྱིན་རླབས་བྱེད་ཚུལ།.rtf,LMf81b87.rtf
SALO042_བདེ་མཆོག་དཀར་པོའི་ཁྲིད་ཡིག་ཟུར་འདེབས་གསལ་བའི་སྒྲོན་མེ།.rtf,LM03d2c1.rtf
SALO020_སྔགས་ཕྲེང་ཕྱག་བྲིས་མ་ལ་ཞལ་བཤུས།.rtf,LMcf86f6.rtf
SALO030_འཇམ་དབྱངས་ཨ་ར་པ་ཙ་ནའི་རྗེས་གནང་བྱེད་ཚུལ།.rtf,LMcd2ffa.rtf
SALO027_སྲུང་མ་དྲུག་ཅུའི་གཏོར་ཆོག.rtf,LM17a27a.rtf
SALO040_བྱང་པ་བདག་ཆེན་ཀུན་དགའ་བཀྲ་ཤིས་ཆེ་འདོན་མཛད་དུས་གནང་བའི་མོ་གཏམ་སོགས།.rtf,LM5fe643.rtf
SALO003_གསན་ཡིག་སྐབས་གཉིས་པ།.rtf,LM487c11.rtf
A SALOKRG.rtf,LMab8fb7.rtf
SALO029_འཇམ་དབྱངས་ཨ་ར་པ་ཙ་ནའི་སྒྲུབ་ཐབས།.rtf,LMb3be6c.rtf
SALO058_རྡོ་རྗེ་ཕུར་པའི་སྲུང་མ་དཀར་བདུད་ལྕམ་དྲལ་དང་དམ་ཅན་གྱི་གཏོར་ཆོག.rtf,LM1981e5.rtf
SALO017_རྒྱ་ནག་རྒྱལ་པོ་ལ་ཕུལ་བའི་ཞུ་ཡིག.rtf,LM33a600.rtf
SALO051_དཔལ་རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ཞི་བའི་སྦྱིན་སྲེག.rtf,LM5484ee.rtf
SALO002_གསན་ཡིག་སྐབས་དང་པོ།.rtf,LM830730.rtf
SALO044_ཀུ་རུ་ཀུའི་རྫོགས་རིམ་ཨུཏྤལའི་ལྕགས་ཀྱུ།.rtf,LMd010cf.rtf
SALO018_སེང་གེ་རྩེ་པ་ལ་གནང་བའི་བཀའ་ཤོག.rtf,LM4131bd.rtf
SALO010_འཇམ་དབྱངས་སངས་རྒྱས་རིན་ཆེན་གྱི་རྣམ་ཐར།.rtf,LM858221.rtf
SALO001_གསན་ཡིག་ཐོས་པའི་རྒྱ་མཚོ་རིན་པོ་ཆེ་པདྨརཱ་གའི་ཕྲེང་བ་ལ།.rtf,LM994627.rtf
SALO026_དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས།.rtf,LM5c744e.rtf
SALO057_དུར་ཁྲོད་བདག་པོ་ཡབ་ཡུམ་གྱི་གཏོར་ཆོག.rtf,LMae9ecc.rtf
SALO035_འཁོར་ལོ་བདེ་མཆོག་གི་འཆད་ཐབས་སོགས།.rtf,LMcda612.rtf
SALO013_བླ་མའི་རྣལ་འབྱོར་དང་མཆོད་པའི་ཆོ་ག་བསྡུས་པ།.rtf,LMc1635b.rtf
SALO012_བླ་མའི་རྣལ་འབྱོར་དང་མཆོད་པའི་ཆོ་ག་རྒྱས་པ་བྱིན་རླབས་ཀྱི་ཆུ་གཏེར།.rtf,LMd67b13.rtf
SALO009_མཁན་ཆེན་བསོད་ནམས་ལྷུན་གྲུབ་ཀྱི་རྣམ་ཐར།.rtf,LMab6207.rtf
SALO032_མགོན་པོ་དཔའ་གཅིག་གི་སྒྲུབ་ཐབས་བདུད་འཇོམས་རྡོ་རྗེ་སོགས།.rtf,LM32af4d.rtf
SALO038_དབང་བཤད་མདོར་བསྡུས་དང་སྨོན་ལམ་ཤོ་ལོ་ཀ་གཅིག.rtf,LMbaaec8.rtf
SALO006_གསན་ཡིག་སྐབས་ལྔ་པ།.rtf,LMfaa01e.rtf
SALO054_མགོན་པོ་འཁོར་དང་བཅས་པ་ལ་བསྟོད་པ་དགྲ་བགེགས་སྲོག་གཅོད་ཀྱི་འཁོར་ལོ།.rtf,LM9190fb.rtf
SALO031_མི་གཡོ་བ་དང་ཕྱག་ན་རྡོ་རྗེ་འབྱུང་པོ་འདུལ་བྱེད་ཀྱི་སྒྲུབ་ཐབས་སོགས།.rtf,LMa2e9c8.rtf
SALO025_གུ་རུ་དྲག་དམར་གྱི་སྒྲུབ་ཐབས།.rtf,LM6d72e7.rtf
SALO022_དཔལ་དགྱེས་པ་རྡོ་རྗེའི་སྒྲུབ་ཐབས་གྲོལ་བའི་ཐིག་ལེ།.rtf,LMafe5db.rtf
SALO011_རྗེ་བཙུན་སངས་རྒྱས་རིན་ཆེན་གྱི་རྣམ་ཐར་ཁ་བསྐོངས་ཨུཏྤ་ལའི་ཆུན་པོ།.rtf,LMf595c7.rtf
SALO016_ཡོན་ཏན་རྒྱ་མཚོ་མའི་ཚིག་དོན་གྱི་དོགས་ཆོད་མ་རིག་མུན་སེལ།.rtf,LM6a06c9.rtf
SALO015_སྦྱོར་བ་ཡན་ལག་དྲུག་གི་ལམ་རིམ་གྱི་སྒོ་ནས་བླ་མའི་གསོལ་འདེབས་སོགས།.rtf,LMa1b8ca.rtf
SALO024_དཔལ་རྡོ་རྗེ་གཞོན་ནུའི་བསྙེན་སྒྲུབ་གསལ་བྱེད་བདུད་རྩིའི་འོད་ཅན།.rtf,LMe2ef38.rtf
SALO041_རྡོ་རྗེ་འཇིགས་བྱེད་དང་རྡོ་རྗེ་ནག་པོ་ཆེན་པོ་ཕྱག་གཉིས་པའི་བསྟོད་པ།.rtf,LM82067d.rtf
SALO005_གསན་ཡིག་སྐབས་བཞི་པ།.rtf,LM9fde64.rtf
TAGT001_ས་སྐྱའི་གདུང་རབས་འདོད་དགུའི་རྒྱ་མཚོ།.rtf,LM4b5e75.rtf
TAGT008_དུས་འཁོར་རྩོད་ལན་རྩོད་བཟློག་ཏུ་གྲགས་པ.rtf,LM186f82.rtf
TAGT005_རྟེན་གསུམ་བཞེངས་ཚུལ།.rtf,LMbf7ee6.rtf
TAGT007_དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྤྱི་དོན།.rtf,LMa8b67a.rtf
TAGTKRG.rtf,LMeabdee.rtf
TAGT009_དུས་འཁོར་གྱི་སྦྱིན་སྲེག་ཆོ་ག།.rtf,LM3aad49.rtf
TAGT004_གྲུབ་མཐའ་ཀུན་ཤེས་ནས་མཐའ་བྲལ་གྲུབ་པ་དང་དེའི་རྣམ་བཤད།.rtf,LMc5db92.rtf
TAGT002_རིག་གནས་ཀུན་ཤེས་ནས་བདག་མེད་གྲུབ་པ།.rtf,LM64e2e4.rtf
TAGT010_ཆོས་དང་ཆོས་ཉིད་རྣམ་འབྱེད་ཀྱི་རྣམ་བཤད།.rtf,LM5631f6.rtf
TAGT003_རིག་གནས་ཀུན་ཤེས་ནས་བདག་མེད་གྲུབ་པའི་རྣམ་བཤད།.rtf,LM3178da.rtf
TAGT006_གསང་འདུས་འཇམ་རྡོར་གྱི་མངོན་རྟོགས།.rtf,LM731c72.rtf
LOTN001_དམ་ཆོས་མངོན་པ་ཀུན་བཏུས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ།.rtf,LM911962.rtf
LOTNKRG.rtf,LM01d7be.rtf
NAMT003_ཆོས་རྗེ་བླ་མ་དམ་པ་བསོད་ནམས་རྒྱལ་མཚན་གྱི་རྣམ་ཐར.rtf,LM8d110b.rtf
NAMT008_སངས་རྒྱས་འཕེལ་གྱི་རྣམ་ཐར.rtf,LM076d38.rtf
NAMT018_ས་སྐྱ་ལོ་ཙཱ་བ་ཆེན་པོའི་རྣམ་ཐར.rtf,LM1b1504.rtf
NAMT024_དཔལ་ལྡན་བླ་མ་རྨོག་ཅོག་པ་ཆེན་པོའི་རྣམ་ཐར.rtf,LM200789.rtf
NAMT009_གློ་བོ་མཁན་ཆེན་བསོད་ནམས་ལྷུན་གྲུབ་ཀྱི་རྣམ་ཐར.rtf,LM92dd18.rtf
NAMT007_རོང་སྟོན་རྣམ་ཐར་ཕྲིན་ལས་རྒྱུན་མི་ཆད་པའི་རྟེན་འབྲེལ.rtf,LM459ab6.rtf
NAMTKRG.rtf,LMe3f600.rtf
NAMT016_དྭགས་པོ་བ་བཀྲ་ཤིས་རྣམ་རྒྱལ་གྱི་རྣམ་ཐར.rtf,LM967791.rtf
NAMT001_ས་པཎ་གྱི་གསུང་སྒྲོས་ལམ་འབྲས་བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར.rtf,LMb07609.rtf
NAMT020_-ཁ་ཆེ་པཎ་ཆེན་གྱི་རྣམ་ཐར་རིན་པོ་ཆེའི་ཕྲེང་བ.rtf,LM7f7e08.rtf
NAMT011_བདེ་མཆོག་ལཱུ་ཧི་པའི་བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར.rtf,LM99db55.rtf
NAMT017_ཞྭ་ལུ་ལོ་ཙཱ་བའི་རྣམ་ཐར་བརྗེད་བྱང་ནོར་བུའི་ཁྲི་ཤིང་.rtf,LMe0b779.rtf
NAMT023_བླ་མ་སྐྱེར་སྒང་པའི་རྣམ་ཐར་དང་གསང་རྣམ་གཉིས.rtf,LM445971.rtf
NAMT004_ཐེག་ཆེན་ཆོས་རྗེ་ཀུན་དགའ་བཀྲ་ཤིས་ཀྱི་རྣམ་ཐར་ངོ་མཚར་རྒྱ་མཚོའི་གཏེར.rtf,LM8f7d3b.rtf
NAMT014_རེད་མདའ་བའི་རྣམ་ཐར་ངོ་མཚར་རྨད་བྱུང་.rtf,LMd41f5d.rtf
NAMT013_བསོད་ནམས་རྩེ་མོའི་རྣམ་ཐར་དོན་གྱི་སྙིང་པོ.rtf,LMe2b1e4.rtf
NAMT006_རེད་མདའ་བ་ཆེན་པོ་གཞོན་ནུ་བློ་གྲོས་ཀྱི་རྣམ་ཐར་ངོ་མཚར་རྨད་བྱུང་.rtf,LM6ea8a2.rtf
NAMT010_སྡེ་གཞུང་སྤྲུལ་སྐུ་འཇམ་དབྱངས་ཀུན་དགའ་རྒྱལ་མཚན་གྱི་རྣམ་ཐར.rtf,LM213a09.rtf
NAMT002_རྣལ་འབྱོར་དབང་ཕྱུག་གི་ལོ་རྒྱུས་ཟུར་ཙམ་བརྗོད་པ.rtf,LMc54d63.rtf
NAMT022_མཁས་གྲུབ་ཁྱུང་པོ་རྣལ་འབྱོར་པའི་རྣམ་ཐར།.rtf,LM33fce3.rtf
NAMT021_པན་གྲུབ་གསུམ་གྱི་རྣམ་ཐར་དཔག་བསམ་འཁྲི་ཤིང་།.rtf,LM9d2d6a.rtf
NAMT015_རྫོང་པ་ཀུན་དགའ་རྒྱལ་མཚན་པའི་རྣམ་ཐར.rtf,LM003be1.rtf
NAMT019_དཀོན་མཆོག་བཟང་པོའི་རྣམ་ཐར་དད་པའི་ལྗོན་ཤིང་རྒྱས་བྱེད།.rtf,LMf8b1ae.rtf
NAMT005_རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས་ཀྱི་རྣམ་ཐར.rtf,LM6c4cdc.rtf
NAMT012_སྐྱེས་མཆོག་རིན་ཆེན་བཟང་པོའི་རྣམ་ཐར་ངོ་མཚར་བ.rtf,LMb4983b.rtf
GTSA002_བསྟན་བཅོས་ལྗོན་ཤིང་མཛེས་པར་བྱེད་པའི་རྒྱན།.rtf,LMba8d8a.rtf
GTSA005_དཔལ་ཀྱཻ་རྡོ་རྗེའི་ཞེས་བྱའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་བཞུགས་སོ།.rtf,LMc027fb.rtf
GTSA006_རྡོ་རྗེ་གུར་བརྟག་པ་གཅིག་པ་ལེའུ་བཅོ་ལྔ་པ།.rtf,LMac65a6.rtf
GTSA008_སཾ་པུ་ཊ།.rtf,LM6c831c.rtf
GTSA007_རྡོ་རྗེ་འཇིགས་བྱེད.rtf,LMf8530c.rtf
GTSA003_འཇམ་དཔལ་མཚན་བརྗོད-།.rtf,LMe391b6.rtf
GTSA012_དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་རྒྱུད་ཅེས་བྱ་བ།.rtf,LM1fa4d9.rtf
GTSA011_དཔལ་གསང་བ་འདུས་པ།.rtf,LMf75b52.rtf
GTSA013_རྡོ་རྗེ་ཕུར་པ་རྩ་བའི་རྒྱུད་ཀྱི་དུམ་བུ།.rtf,LMfc2a3c.rtf
GTSA010_མཁའ་འགྲོ་མ་སྒྱུ་མ་བདེ་བའི་མཆོག་ཅེས་བྱ་བའི་རྒྱུད་ཕྱི་མ།.rtf,LM69ffcf.rtf
GTSAKRG_རྒྱུད་སྡེ་ཁག་གཅིག་ཕྱོགས་བསྒྲིགས་ཀྱི་དཀར་ཆག.rtf,LM142f55.rtf
GTSA004_དབང་མདོར་བསྟན་པ་བཞུགས་སོ།.rtf,LM322aea.rtf
GTSA001_ཚུལ་གསུམ་གསལ་བར་བྱེད་པའི་ངག་སྟོན།.rtf,LM52f16e.rtf
GTSA009_བདེ་མཆོག་ཉུང་ངུ་།.rtf,LMe74637.rtf
GTSA014_ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་གཟི་བརྗིད་ཀྱི་རྒྱལ་པོའི་བརྟག་པ།.rtf,LM08c639.rtf
NEGU017མཁའ་འགྲོ་ནི་གུ་མའི་སྙན་བརྒྱུད་ཀྱི་གནད་ཡིག་གི་སྙིང་པོ་ཀུན་འདུས།.rtf,LMbd50bf.rtf
NEGU004_རྗེ་བཙུན་མུ་ཏིག་གི་ཕྲེང་བའི་ཞལ་གདམས་ཀྱི་རིམ་པ།.rtf,LM63739b.rtf
NEGU012_ནི་གུ་ཆོས་དྲུག་གི་འཇུག་སྒོ་ཡོན་ཏན་ཀུན་འབྱུང་།.rtf,LMcd1ceb.rtf
NEGU011_ནི་གུའི་ཡན་ལག་ལམ་ཁྱེར་གསུམ་གྱི་ཁྲིད།.rtf,LM097640.rtf
NEGU005_རྨི་ལམ་འཛིན་ལུགས།.rtf,LMeee851.rtf
NEGU015_སིདྡྷི་མཁའ་སྤྱོད་མ་དཀར་མོའི་འཕོ་བ།.rtf,LM6a6450.rtf
NEGU024-རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་གསང་སྒྲུབ།.rtf,LM3eb992.rtf
NEGU016_ཕྱག་རྒྱ་ཆེན་པོའི་གའུ་མའི་དབང་སྐུར།.rtf,LMfa3872.rtf
NEGUKRG.rtf,LMe3e979.rtf
NEGU025_མགོན་དཀར་གྱི་རྗེས་གནང་གི་ཕྱག་ལེན།.rtf,LM19cfea.rtf
NEGU003_མཁྱེན་བརྩེ་དབང་ཕྱུག་གི་ཚར་ཆེན་གྱི་གསུང་ལ་ཟིན་བྲིས་ནི་གུའི་ཕྱག་ལེན།.rtf,LM0473f0.rtf
NEGU018_ལྷ་བཞི་དྲིལ་སྒྲུབ་ཀྱི་བྱིན་རླབས་དང་ཉམས་སུ་བླང་ཚུལ།.rtf,LM2465db.rtf
NEGU009_ཤངས་པ་བཀའ་བརྒྱུད་པའི་གསང་སྒྲུབ་སྐོར་གསུམ་གྱི་བྱིན་རླབས།.rtf,LM47295b.rtf
NEGU010_ནི་གུའི་ཡན་ལག་ལུས་སེམས་འཆི་མེད་ཀྱི་ཁྲིད།.rtf,LM7d4777.rtf
NEGU013_ནི་གུའི་སྔོན་འགྲོ་ཉུང་ངུ།.rtf,LM93ee89.rtf
NEGU019_མཁའ་སྤྱོད་དམར་མོའི་འཕོ་བ།.rtf,LMcc2295.rtf
NEGU001_ངག་དབང་ཆོས་གྲགས.rtf,LM5d9182.rtf
NEGU026_མགོན་པོ་ཡིད་བཞིན་ནོར་བུའི་སྒྲུབ་སྐོར།.rtf,LMaa50f2.rtf
NEGU007_སངས་རྒྱས་སྐུ་གསུམ་གྱི་མཛད་པ།.rtf,LM9c651f.rtf
