old_file_name,new_file_name
KHAD055.rtf,LM557bf4.rtf
KHAD030.rtf,LMb66368.rtf
KHAD037.rtf,LMbe7f05.rtf
KHAD015.rtf,LM559b68.rtf
KHAD042.rtf,LM81ed08.rtf
KHAD009.rtf,LM5d6212.rtf
KHAD052.rtf,LMc6dddb.rtf
KHAD028.rtf,LM512506.rtf
KHAD003.rtf,LM8bc70c.rtf
KHAD054.rtf,LMd8c9c1.rtf
KHAD043.rtf,LM997863.rtf
KHAD024.rtf,LMaad8a2.rtf
KHAD033.rtf,LMc72203.rtf
KHAD031.rtf,LM7fec1a.rtf
KHAD032.rtf,LM545e0b.rtf
KHAD004.rtf,LM27916f.rtf
KHAD034.rtf,LMbefd8d.rtf
KHAD021.rtf,LM056e5f.rtf
KHAD018.rtf,LM42fada.rtf
KHAD041.rtf,LM07ed8a.rtf
NGOR006.rtf,LM7c4a76.rtf
NGOR017A.rtf,LM6dfd89.rtf
NGOR016.rtf,LMbfb13f.rtf
༨ རྗེ་ས་ཆེན་གྱི་བསྟོད་པ་གང་ཐུགས་མ་བཞུགས.docx,LM23fbf8.docx
NGOR008A.rtf,LMe981bf.rtf
NGOR018.rtf,LMa24e0f.rtf
NGOR012.rtf,LMcc7baf.rtf
NGOR013.rtf,LMf156ad.rtf
NGORKRG.rtf,LM694065.rtf
NGOR001.rtf,LMac515b.rtf
NGOR011.rtf,LM23cfbc.rtf
༣ ཆོས་རྗེ་ཡེ་ཤེས་རྒྱལ་མཚན་ལ་བསྟོད་པ་ལྔ་.docx,LM57dd6e.docx
NGOR008B.rtf,LMdc2f0f.rtf
NGOR009.rtf,LM9e1e3f.rtf
༧ ལོ་ཆེན་རིན་ཆེན་བཟང་པོའི་བསྟོད་པ་དང་སྡོམ་གསུམ་བརྒྱུད་པའི་གསོལ་འདེབས།.docx,LMde1a90.docx
༤ གྲུབ་ཆེན་བུདྡྷ་ཤྲཱི་ལ་བསྟོད་པ.docx,LMf25823.docx
NGOR015.rtf,LMaba6ef.rtf
NGOR004.rtf,LM24f98a.rtf
༢ རྩ་བའི་བླ་མ་སྤྱི་ལ་བསྟོད་པ་རྗེས་སུ་དྲན་པ་ཞེས་བྱ་བ་.docx,LM5fec97.docx
༦ བཀྲ་ཤིས་རིན་ཆེན་པ་ལ་བསྟོད་པ.docx,LMf82ce3.docx
NGOR017B.rtf,LMb3b776.rtf
NGOR002.rtf,LM3b3983.rtf
༥ ཆོས་རྗེ་ས་བཟང་འཕགས་པ་ལ་བསྟོད་པ.docx,LMb5dcee.docx
NGOR010.rtf,LM70a43d.rtf
NGOR003.rtf,LM262f6e.rtf
༡ ལམ་འབྲས་བླ་མ་བརྒྱུད་པའི་གསོལ་འདེབས་མུ་ཏིག་ཕྲེང་བ་.docx,LMe7db78.docx
NGOR007.rtf,LM5b5745.rtf
NGOR005.rtf,LM181c46.rtf
NGOR019.rtf,LMff5dc5.rtf
NGOR014.rtf,LM0d4d2f.rtf
DBTU127.rtf,LMa3a841.rtf
DBTU182.rtf,LM8d8e43.rtf
DBTU351.rtf,LMbfd7a0.rtf
DBTU030.rtf,LM78b649.rtf
DBTU120.rtf,LM5917ac.rtf
DBTU238.rtf,LM0927e1.rtf
DBTU003.rtf,LM4574fc.rtf
DBTU243.rtf,LM245e61.rtf
DBTU361.rtf,LMf312af.rtf
DBTU082.rtf,LMc777c1.rtf
DBTU066.rtf,LMdf6b5a.rtf
DBTU223.rtf,LMb20d89.rtf
DBTU007.rtf,LM700d3c.rtf
DBTU044.rtf,LMae56a6.rtf
DBTU235.rtf,LM9abb89.rtf
DBTU344.rtf,LM024ed7.rtf
DBTU174.rtf,LM86c1f7.rtf
DBTU298.rtf,LMa6deee.rtf
DBTU294.rtf,LM447288.rtf
DBTU141.rtf,LM562c78.rtf
DBTU374.rtf,LMa26ea3.rtf
DBTU080.rtf,LMffa5c6.rtf
DBTU061.rtf,LMecb9ba.rtf
DBTU304.rtf,LM104a6d.rtf
DBTU230.rtf,LM327b28.rtf
DBTU028.rtf,LMa3bad8.rtf
DBTU285.rtf,LMa408a7.rtf
DBTU166.rtf,LM0c0fbc.rtf
DBTU241.rtf,LM65c83f.rtf
DBTU210.rtf,LM4fdedc.rtf
DBTU107.rtf,LM9171e0.rtf
DBTU046.rtf,LMcdc3e5.rtf
DBTU337.rtf,LM3ab144.rtf
DBTU103.rtf,LM6a2ce2.rtf
DBTU363.rtf,LM2b718b.rtf
DBTU004.rtf,LM9930e2.rtf
DBTU090.rtf,LMdbc9b4.rtf
DBTU306.rtf,LM3d0b3d.rtf
DBTU246.rtf,LMcdf1bc.rtf
DBTU148.rtf,LMb27635.rtf
DBTU217.rtf,LM7ddacc.rtf
DBTU199.rtf,LM8d9581.rtf
DBTU327.rtf,LMb3431f.rtf
DBTU366.rtf,LMcb2d76.rtf
DBTU355.rtf,LM60ebdf.rtf
DBTU356.rtf,LMcfe9c0.rtf
DBTU265.rtf,LM723121.rtf
DBTU130.rtf,LM72a768.rtf
DBTU377.rtf,LM762c88.rtf
DBTU110.rtf,LM3ea8a5.rtf
DBTU125.rtf,LM8027a6.rtf
DBTU357.rtf,LM7e0c8c.rtf
DBTU202.rtf,LMbbc71b.rtf
DBTU147.rtf,LM2e357d.rtf
DBTU325.rtf,LMd29d2a.rtf
DBTU233.rtf,LMf43cb8.rtf
DBTU291.rtf,LM9b9039.rtf
DBTU038.rtf,LM65e614.rtf
DBTU106.rtf,LMe5b5b1.rtf
DBTU296.rtf,LM22d3a7.rtf
DBTU032.rtf,LM764ba2.rtf
DBTU118.rtf,LM47015d.rtf
DBTU153.rtf,LM86f2d7.rtf
DBTU245.rtf,LM4bb23f.rtf
DBTU102.rtf,LM1bd205.rtf
DBTU198.rtf,LM42e38d.rtf
DBTU262.rtf,LM4a04b2.rtf
DBTU181.rtf,LM7131e1.rtf
DBTU311.rtf,LMde95a3.rtf
DBTU096.rtf,LMbb2bcc.rtf
DBTU343.rtf,LM58ebc2.rtf
DBTU188.rtf,LM55f989.rtf
DBTU063.rtf,LMbf008c.rtf
DBTU033.rtf,LMc609ed.rtf
DBTU055.rtf,LM8e7f72.rtf
DBTU039.rtf,LM7f4cc0.rtf
DBTU091.rtf,LMc08cc9.rtf
DBTU279.rtf,LM8e2bd0.rtf
DBTU369.rtf,LMbad1c4.rtf
DBTU234.rtf,LM830841.rtf
DBTU132.rtf,LM97ffda.rtf
DBTU159.rtf,LMbe7e49.rtf
DBTU087.rtf,LM385bc5.rtf
DBTU346.rtf,LM4ed22d.rtf
DBTU108.rtf,LM1f1d97.rtf
DBTU249.rtf,LM9d2030.rtf
DBTU084.rtf,LMd5b2f4.rtf
DBTU364.rtf,LMe2daf0.rtf
DBTU236.rtf,LM08c863.rtf
DBTU058.rtf,LMa80e75.rtf
DBTU187.rtf,LM6e1750.rtf
DBTU271.rtf,LM2a13e6.rtf
DBTU314.rtf,LM98bc86.rtf
DBTU052.rtf,LM0db289.rtf
DBTU290.rtf,LM4ec30f.rtf
DBTU284.rtf,LM468ee7.rtf
DBTU078.rtf,LMb44c19.rtf
DBTU267.rtf,LMa143dc.rtf
DBTU034.rtf,LMa5c46a.rtf
DBTU313.rtf,LM00e186.rtf
DBTU382.rtf,LM0c4573.rtf
DBTU358.rtf,LM9b67ed.rtf
DBTU244.rtf,LM5aa056.rtf
DBTU219.rtf,LM47384f.rtf
DBTU023.rtf,LM312828.rtf
DBTU328.rtf,LMf913fa.rtf
DBTU135.rtf,LMdb7ac1.rtf
DBTU222.rtf,LM6d02d5.rtf
DBTU151.rtf,LM88369b.rtf
DBTU383.rtf,LMeed555.rtf
DBTU349.rtf,LM2e0cbc.rtf
DBTU094.rtf,LM572dfb.rtf
DBTU240.rtf,LMd0b27b.rtf
DBTU001.rtf,LMc43465.rtf
DBTU348.rtf,LM82ad09.rtf
DBTU012.rtf,LM928509.rtf
DBTU310.rtf,LM7e98d6.rtf
DBTU303.rtf,LM5ae9da.rtf
DBTU191.rtf,LM54aab7.rtf
DBTU137.rtf,LM5df956.rtf
DBTU138.rtf,LM57e6b9.rtf
DBTU261.rtf,LM8344de.rtf
DBTU322.rtf,LMac7de0.rtf
DBTU112.rtf,LM3c069f.rtf
DBTU268.rtf,LMfae51e.rtf
DBTU205.rtf,LM54c9ba.rtf
DBTU124.rtf,LM6f4d88.rtf
DBTU209.rtf,LM1f8369.rtf
DBTU113.rtf,LM355a15.rtf
DBTU333.rtf,LMdcf584.rtf
DBTU352.rtf,LMa88893.rtf
DBTU089.rtf,LMa7ea74.rtf
DBTU179.rtf,LM2f5e8c.rtf
DBTU319.rtf,LM1ed160.rtf
DBTU273.rtf,LM29539c.rtf
DBTU259.rtf,LMe1faa6.rtf
DBTU146.rtf,LMde7298.rtf
DBTU133.rtf,LM77558b.rtf
DBTU017.rtf,LM2095c5.rtf
DBTU183.rtf,LMb2a094.rtf
DBTU154.rtf,LM33217a.rtf
DBTU380.rtf,LM9a75ff.rtf
DBTU203.rtf,LMd9da28.rtf
DBTU056.rtf,LM560e36.rtf
DBTU050.rtf,LMfc8535.rtf
DBTU011.rtf,LM8523e8.rtf
DBTU264.rtf,LM620470.rtf
DBTU048.rtf,LMe18764.rtf
DBTU372.rtf,LM130760.rtf
DBTU098.rtf,LM3225dd.rtf
DBTU375.rtf,LM6dc59d.rtf
DBTU338.rtf,LM0decc9.rtf
DBTU274.rtf,LM6f52ed.rtf
DBTU266.rtf,LMdc30df.rtf
DBTU280.rtf,LM1865e6.rtf
DBTU045.rtf,LM979361.rtf
DBTU062.rtf,LM019098.rtf
DBTU332.rtf,LM4aba87.rtf
DBTU197.rtf,LM5f6025.rtf
DBTU029.rtf,LM7dcc13.rtf
DBTU134.rtf,LMec79b8.rtf
DBTU054.rtf,LM010d78.rtf
DBTU384.rtf,LM0ce673.rtf
DBTU195.rtf,LM7b413b.rtf
DBTU216.rtf,LM6d41f7.rtf
DBTU111.rtf,LM8ca9ce.rtf
DBTU362.rtf,LM43fc76.rtf
DBTU211.rtf,LM9e1e7c.rtf
DBTU214.rtf,LM1cce1a.rtf
DBTU252.rtf,LMc78237.rtf
DBTU317.rtf,LMcb6266.rtf
DBTU248.rtf,LM116a83.rtf
DBTU330.rtf,LMdcdec0.rtf
DBTU206.rtf,LM3a8ad4.rtf
DBTU287.rtf,LMc78ddf.rtf
DBTU005.rtf,LMaea4cd.rtf
DBTU190.rtf,LM8de505.rtf
DBTU329.rtf,LM6fb15b.rtf
DBTU308.rtf,LM0e9ad4.rtf
DBTU035.rtf,LMa5d020.rtf
DBTU059.rtf,LM6a2047.rtf
DBTU365.rtf,LM7b89a4.rtf
DBTU239.rtf,LMcc131e.rtf
DBTU149.rtf,LMb4b1c7.rtf
DBTU047.rtf,LMbf6c17.rtf
DBTU040.rtf,LMfd9ba4.rtf
DBTU272.rtf,LM1b7608.rtf
DBTU025.rtf,LM99dbf3.rtf
A DBTUKRG.rtf,LM66eda4.rtf
DBTU250.rtf,LMb42a16.rtf
DBTU169.rtf,LM7e6d64.rtf
DBTU099.rtf,LM3d96fe.rtf
DBTU282.rtf,LM3ce160.rtf
DBTU162.rtf,LM9c0d91.rtf
DBTU373.rtf,LM9d4eee.rtf
DBTU336.rtf,LMd1f73f.rtf
DBTU070.rtf,LM2f0aa7.rtf
DBTU081.rtf,LMc68978.rtf
DBTU253.rtf,LMe2a1c4.rtf
DBTU019.rtf,LM2d450d.rtf
DBTU312.rtf,LM73a0c2.rtf
DBTU201.rtf,LM546921.rtf
DBTU257.rtf,LM4b2c6d.rtf
DBTU010.rtf,LM1f3227.rtf
DBTU180.rtf,LM8a3040.rtf
DBTU200.rtf,LM67e736.rtf
DBTU168.rtf,LM5354f1.rtf
DBTU213.rtf,LMa81d60.rtf
DBTU016.rtf,LMfc3373.rtf
DBTU193.rtf,LM8a3857.rtf
DBTU085.rtf,LM8cbbc7.rtf
DBTU172.rtf,LMc81690.rtf
DBTU302.rtf,LM6bac20.rtf
DBTU353.rtf,LMb7e777.rtf
DBTU320.rtf,LMe712b6.rtf
DBTU342.rtf,LM9a7a19.rtf
DBTU065.rtf,LM43dfd5.rtf
DBTU020.rtf,LMba26c2.rtf
DBTU276.rtf,LMd1f1e7.rtf
DBTU237.rtf,LM767285.rtf
DBTU260.rtf,LM8adef1.rtf
DBTU334.rtf,LMd01df8.rtf
DBTU226.rtf,LM2f9337.rtf
DBTU258.rtf,LM690dc8.rtf
DBTU060.rtf,LM8a535e.rtf
DBTU347.rtf,LM081237.rtf
DBTU229.rtf,LM9a8f91.rtf
DBTU323.rtf,LM94a10d.rtf
DBTU053.rtf,LMef0494.rtf
DBTU231.rtf,LMf2f134.rtf
DBTU015.rtf,LMf78b9e.rtf
DBTU101.rtf,LMa19403.rtf
DBTU136.rtf,LM680ee6.rtf
DBTU177.rtf,LM5ec05c.rtf
DBTU293.rtf,LM991342.rtf
DBTU165.rtf,LMfa6523.rtf
DBTU378.rtf,LMba5780.rtf
DBTU145.rtf,LMc33a90.rtf
DBTU088.rtf,LMafbf07.rtf
DBTU143.rtf,LM08c7d6.rtf
DBTU186.rtf,LM145a28.rtf
DBTU114.rtf,LMe63741.rtf
DBTU354.rtf,LMc56edb.rtf
DBTU251.rtf,LM0d06ba.rtf
DBTU051.rtf,LM2b7550.rtf
DBTU309.rtf,LM7bd2ff.rtf
DBTU121.rtf,LM8d5e0f.rtf
DBTU212.rtf,LM2af192.rtf
DBTU281.rtf,LM51f1f5.rtf
DBTU185.rtf,LM110666.rtf
DBTU117.rtf,LM77754b.rtf
DBTU270.rtf,LM6fd8b5.rtf
DBTU144.rtf,LMf2a830.rtf
DBTU275.rtf,LMbe4ebe.rtf
DBTU142.rtf,LMaccff4.rtf
DBTU167.rtf,LM845fc5.rtf
DBTU341.rtf,LM1576a6.rtf
DBTU269.rtf,LM43309c.rtf
DBTU031.rtf,LMf3a86a.rtf
DBTU286.rtf,LMb9317c.rtf
DBTU131.rtf,LM04c919.rtf
DBTU228.rtf,LM12578e.rtf
DBTU278.rtf,LM7c1cef.rtf
DBTU263.rtf,LM111a80.rtf
DBTU074.rtf,LM4286c9.rtf
DBTU018.rtf,LMe0f473.rtf
DBTU116.rtf,LM2f4acb.rtf
DBTU105.rtf,LM371158.rtf
DBTU163.rtf,LMe7555d.rtf
DBTU301.rtf,LMd703bd.rtf
DBTU305.rtf,LMee3c21.rtf
DBTU083.rtf,LM0e39d3.rtf
DBTU300.rtf,LM36d042.rtf
DBTU292.rtf,LMcc52fd.rtf
DBTU335.rtf,LMb014f9.rtf
DBTU379.rtf,LM8a1622.rtf
DBTU064.rtf,LM75c806.rtf
DBTU073.rtf,LM49b8e2.rtf
DBTU381.rtf,LM1bf556.rtf
DBTU068.rtf,LM1e62df.rtf
DBTU150.rtf,LM7a62bf.rtf
DBTU350.rtf,LM3738bf.rtf
